"","X1","Tissue","Repository","Voucher.Number","NumberSpecimens","Genus.highertaxon","species","X","X.1","X.2","modifier","Old_ID","seq.d.","Tissue.used.up.in.extraction.","Loc_label","Locality","Locality2","Notes","Tissue.1","lat","long","depth","depth2","date","collector","preservative","sample.number","Collection.method"
"434","326","MOLAF_0325","NMV","F136932","1","Pannychia","n_sp",NA,"","","","","COI","","SEAusSmt","Stn. 046","","","","","","","","","","","",""
"435","327","MOLAF_0326","NMV","F146600","","Holothuria","sp",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"436","328","MOLAF_0327","NMV","F150781","","Holothuriidae","",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"437","329","MOLAF_0328","NMV","F120445","","Holothuria","n_sp",NA,"","","","","not_seq","","Victoria","Bass Strait off Victoria, about 70m depth","","","","","","","","","","","",""
"438","330","MOLAF_0329","NMV","F121921","","Holothuria","n_sp",NA,"","","","","not_seq","","Victoria","Bass Strait off Victoria, about 70m depth","","","","","","","","","","","",""
"439","331","MOLAF_0330","NMV","F146582","","Holothuria","nigralutea",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"440","332","MOLAF_0331","NMV","F149741","","Holothuria","nigralutea",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"441","333","MOLAF_0332","NMV","F146606","","Stichopus","horrens",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"442","334","MOLAF_0333","NMV","F149723","","Stichopus","horrens",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"443","335","MOLAF_0334","NMV","F146585","","Paleopatides","quadridens",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"444","336","MOLAF_0335","NMV","F146586","","Paelopatides","quadridens",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"445","337","MOLAF_0336","NMV","F146588","","Paelopatides","quadridens",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"446","338","MOLAF_0337","NMV","F146589","","Paleopatides","quadridens",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"447","339","MOLAF_0338","NMV","F146590","","Paleopatides","quadridens",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"448","340","MOLAF_0339","NMV","F146592","","Paleopatides","quadridens",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"449","341","MOLAF_0340","NMV","F149732","","Molpadiodemas","involutus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"450","342","MOLAF_0341","NMV","F149722","","Bathyplotes","monoculus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"451","343","MOLAF_0342","NMV","F149724","","Mesothuria","marginata",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"452","344","MOLAF_0343","NMV","F146583","","Bathyherpystikes","punctatus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"453","345","MOLAF_0344","NMV","F146584","","Bathyherpystikes","punctatus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"454","346","MOLAF_0345","NMV","F146593","","Synallactes","reticulatus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"455","347","MOLAF_0346","NMV","F150794","","Synallactes","challengeri",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"456","348","MOLAF_0347","NMV","F149755","","Mesothuria","abbreviata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"457","349","MOLAF_0348","NMV","F150787","","Mesothuria","abbreviata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"458","350","MOLAF_0349","NMV","F150797","","Mesothuria","regularia",NA,"","","","","16S_only","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"459","351","MOLAF_0350","NMV","F150800","","Mesothuria","regularia",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"460","352","MOLAF_0351","NMV","F150786","","Mesothuria","oktaknemus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"461","353","MOLAF_0352","NMV","F150780","","Mesothuria","marginata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"462","354","MOLAF_0353","NMV","F151823","","Mesothuria","marginata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"463","355","MOLAF_0354","NMV","F149752","","Mesothuria","marginata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"464","356","MOLAF_0355","NMV","F150793","","Mesothuria","marginata",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"465","357","MOLAF_0356","NMV","F149756","","Mesothuria","n_sp_2",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"466","358","MOLAF_0357","NMV","F146587","","Bathyplotes","rubicundus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"467","359","MOLAF_0358","NMV","F149736","","Bathyherpystikes","punctatus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"468","360","MOLAF_0359","NMV","F150788","","Bathyherpystikes","punctatus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"469","361","MOLAF_0360","NMV","F150774","","Bathyherpystikes","punctatus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"470","362","MOLAF_0361","NMV","F150779","","Bathyherpystikes","punctatus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"471","363","MOLAF_0362","NMV","F150792","","Bathyplotes","monoculus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"472","364","MOLAF_0363","NMV","F149751","","Bathyplotes","monoculus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"473","365","MOLAF_0364","NMV","F149750","","Bathyplotes","monoculus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"474","366","MOLAF_0365","NMV","F150777","","Bathyplotes","monoculus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"475","367","MOLAF_0366","NMV","F150785","","Molpadiodemas","involutus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"476","368","MOLAF_0367","NMV","F149754","","Pseudostichopus","hyalegerus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"477","369","MOLAF_0368","NMV","F150789","","Pseudostichopus","peripatus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"478","370","MOLAF_0369","NMV","F146596","","Paelopatides","aspera",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"479","371","MOLAF_0370","NMV","F146597","","Paelopatides","aspera",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"480","372","MOLAF_0371","NMV","F150804","","aspidochirotid","n_sp_1",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"481","373","MOLAF_0372","NMV","F146594","","Orphnurgus","glaber",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"482","374","MOLAF_0373","NMV","F146595","","Orphnurgus","glaber",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"483","375","MOLAF_0374","NMV","F150778","","Orphnurgus","glaber",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"484","376","MOLAF_0375","NMV","F150798","","Benthogone","fragilis",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"485","377","MOLAF_0376","NMV","F146598","","Benthogone","abstrusa",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"486","378","MOLAF_0377","NMV","F146599","","Benthogone","abstrusa",NA,"","","","","16S_only","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"487","379","MOLAF_0378","NMV","F146605","","Benthogone","abstrusa",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"488","380","MOLAF_0379","NMV","F149735","","Benthogone","abstrusa",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"489","381","MOLAF_0380","NMV","F146604","","Benthodytes","sanguinolenta",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"490","382","MOLAF_0381","NMV","F149726","","Benthodytes","sanguinolenta",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"491","383","MOLAF_0382","NMV","F150790","","Benthodytes","sanguinolenta",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"492","384","MOLAF_0383","NMV","F146602","","Laetmogone","maculata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"493","385","MOLAF_0384","NMV","F146603","","Laetmogone","maculata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"494","386","MOLAF_0385","NMV","F150775","","Laetmogone","maculata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"495","387","MOLAF_0386","NMV","F150782","","Laetmogone","maculata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"496","388","MOLAF_0387","NMV","F150803","","Laetmogone","maculata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"497","389","MOLAF_0388","NMV","F149727","","Laetmogone","fimbriata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"498","390","MOLAF_0389","NMV","F150772","","Laetmogone","fimbriata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"499","391","MOLAF_0390","NMV","F150784","","Laetmogone","violacea",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"500","392","MOLAF_0391","NMV","F149734","","Enypniastes","eximia",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"501","393","MOLAF_0392","NMV","F150773","","Enypniastes","eximia",NA,"","","","","16S_only","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"502","394","MOLAF_0393","NMV","F150783","","Peniagone","affinis",NA,"","","cf","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"503","395","MOLAF_0394","NMV","F150795","","Plesiocolochirus","australis",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"504","396","MOLAF_0395","NMV","F150805","","Plesiocolochirus","australis",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"505","397","MOLAF_0396","NMV","F149737","","Colochirus","quadrangularis",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"506","398","MOLAF_0397","NMV","F149738","","Colochirus","quadrangularis",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"507","399","MOLAF_0398","NMV","F149742","","Colochirus","quadrangularis",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"508","400","MOLAF_0399","NMV","F149749","","Staurocucumis","nocturna",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"509","401","MOLAF_0400","NMV","F151833","","Staurocucumis","nocturna",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"510","402","MOLAF_0401","NMV","F150801","","Phyllophorus","kohkutiensis",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"511","403","MOLAF_0402","NMV","F150802","","Thyone","papuensis",NA,"","","","","16S_only","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"512","404","MOLAF_0403","NMV","F151829","","Havelockia","fastigata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"513","405","MOLAF_0404","NMV","F151830","","Havelockia","fastigata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"514","406","MOLAF_0405","NMV","F151839","","Holothuria","nsp",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"515","407","MOLAF_0406","NMV","F151825","6","Ypsilothuria","bitentaculata",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"516","408","MOLAF_0407","NMV","F151825","6","Ypsilothuria","bitentaculata",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"517","409","MOLAF_0408","NMV","F149748","","Euthyonidiella","",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"518","410","MOLAF_0409","NMV","F151822","","Stolus","",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"519","411","MOLAF_0410","NMV","F150806","","Neothyonidium","",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"520","412","MOLAF_0411","NMV","F151827","","Neothyonidium","",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"521","413","MOLAF_0412","NMV","F149747","","Aphelodactyla","molpadioides",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"522","414","MOLAF_0413","NMV","F150791","","Trochostoma","lenticulum",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"523","415","MOLAF_0414","NMV","F149746","","Molpadia","",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"524","416","MOLAF_0415","NMV","F149743","","Molpadia","musculus ",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"525","417","MOLAF_0416","NMV","F149744","","Molpadia","musculus ",NA,"","","","","16S_only","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"526","418","MOLAF_0417","NMV","F149745","","Molpadia","musculus ",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"527","419","MOLAF_0418","NMV","F149739","","Molpadia","musculus ",NA,"","","","","not_seq","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"528","420","MOLAF_0419","NMV","F149740","","Molpadia","musculus ",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"529","421","MOLAF_0420","NMV","F112156","","Psolidium","parmatus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"530","422","MOLAF_0421","NMV","F151836","","Psolidium","parmatus",NA,"","","","","COI","","NWAus","Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia","","","","","","","","","","","",""
"531","423","MOLAF_0422","WAM","Z37468","5","Psolidium","spinuliferus",NA,"","","","","COI","","NWAus","Shallow Western Australian Museum specimens.","","","","","","","","","","","",""
"532","424","MOLAF_0423","WAM","Z37468","5","Psolidium","spinuliferus",NA,"","","","","COI","","NWAus","Shallow Western Australian Museum specimens.","","","","","","","","","","","",""
"533","425","MOLAF_0424","WAM","Z37468","5","Psolidium","spinuliferus",NA,"","","","","COI","","NWAus","Shallow Western Australian Museum specimens.","","","","","","","","","","","",""
"534","426","MOLAF_0425","NMV","F151845","","Lipotrapeza","vestiens",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","dark","","","","","","","","","",""
"535","427","MOLAF_0426","NMV","F151845","","Lipotrapeza","vestiens",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","pale","","","","","","","","","",""
"536","428","MOLAF_0427","NMV","F151845","","Lipotrapeza","vestiens",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","smallest","","","","","","","","","",""
"537","429","MOLAF_0428","NMV","F151845","","Lipotrapeza","vestiens",NA,"","","","","not_seq","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","small","","","","","","","","","",""
"538","430","MOLAF_0429","NMV","F151847","","Thyone","okeni",NA,"","","cf","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"539","431","MOLAF_0430","NMV","F151840","","Plesiocolochirus","ignava",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","with red","","","","","","","","","",""
"540","432","MOLAF_0431","NMV","F151840","","Plesiocolochirus","ignava",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","with very little red","","","","","","","","","",""
"541","433","MOLAF_0432","NMV","F151841","","Neoamphicyclus","materiae",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"542","434","MOLAF_0433","NMV","F151841","","Neoamphicyclus","materiae",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"543","435","MOLAF_0434","NMV","F151843","","Staurothyone","inconspicua",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","Reddish-brown","","","","","","","","","",""
"544","436","MOLAF_0435","NMV","F151843","","Staurothyone","inconspicua",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","Brown-black","","","","","","","","","",""
"545","437","MOLAF_0436","NMV","F151843","","Staurothyone","inconspicua",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","Black-brown","","","","","","","","","",""
"546","438","MOLAF_0437","NMV","F151842","","Squamocnus","aureoruber",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"547","439","MOLAF_0438","NMV","F151842","","Squamocnus","aureoruber",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"548","440","MOLAF_0439","NMV","F151842","","Squamocnus","aureoruber",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"549","441","MOLAF_0440","NMV","F151842","","Squamocnus","aureoruber",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"550","442","MOLAF_0441","NMV","F125379","","Psolidium","ravum",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"551","443","MOLAF_0442","SAM","K2174","","Psolidium","granuliferum",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"552","444","MOLAF_0443","WAM","Z31165","","Psolidium","marshae",NA,"","","","","not_seq","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"553","445","MOLAF_0444","SAM","K2173","","Psolidium","marshae",NA,"","","","","not_seq","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"554","446","MOLAF_0445","SAM","K2179","","Psolidium","laperousazi",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"555","447","MOLAF_0446","NMV","F151844","","Neoamphicyclus","mutans",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"556","448","MOLAF_0447","NMV","F151844","","Neoamphicyclus","mutans",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"557","449","MOLAF_0448","NMV","F126871","","Pentocnus","bursatus",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"558","450","MOLAF_0449","NMV","F126871","","Pentocnus","bursatus",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"559","451","MOLAF_0450","NMV","F126892","","Plesiocolochirus","ignava",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","Merricks","","","","","","","","","",""
"560","452","MOLAF_0451","NMV","F126892","","Plesiocolochirus","ignava",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","Merricks","","","","","","","","","",""
"561","453","MOLAF_0452","NMV","F126892","","Plesiocolochirus","ignava",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","Merricks","","","","","","","","","",""
"562","454","MOLAF_0453","NMV","F125377","","Plesiocolochirus","ignava",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"563","455","MOLAF_0454","NMV","F125376","","Plesiocolochirus","ignava",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
"564","456","MOLAF_0455","NMV","F125368","","Plesiocolochirus","ignava",NA,"","","","","COI","","Victoria","rocky and soft sediment shallows of the coast of Victoria, Australia","","","","","","","","","","","",""
