,phyla_ID,uf_id,family,taxon,genus,species,id_confidence,accession_ID,previous_numbers,station_number,continent_ocean,country_archipelago,primary_subdivision,secondary_subdivision,locality,latitude,longitude,newLat,newLong,fixatives,preservatives,collector,collection_method,year_collected,month_collected,day_collected,yr_coll_precision,month_coll_precision,day_coll_precision,habitat,microhabitat,depth,depth2,units,type_description,specimen_notes,on_loan,class_
954,2,4698,Stichopodidae,Stichopus horrens,Stichopus,horrens,,0,,GP-Loc-764,Pacific Ocean,USA,Mariana Islands,Guam Island,Piti Bombholes,13.5,144.8,NA,NA,80% ethanol,75% ethanol,"Paulay, G., Malay, M., Bonito, V.",,2003,7,19,0,0,0,lagoon,,5,10,meters,,previously UF Echino 1718,,Holothuroidea
955,2,4839,Holothuriidae,Holothuria excellens,Holothuria,excellens,,0,,GP-Loc-764,Pacific Ocean,USA,Mariana Islands,Guam Island,Piti Bombholes,13.5,144.8,NA,NA,80% ethanol,75% ethanol,"Paulay, G., Malay, M., Bonito, V.",,2003,7,19,0,0,0,lagoon,on/in Porites cylindrica or rus,5,10,meters,,previously UF Echino 1713,,Holothuroidea
956,2,4777,Holothuriidae,Holothuria excellens,Holothuria,excellens,,0,,GP-Loc-764,Pacific Ocean,USA,Mariana Islands,Guam Island,Piti Bombholes,13.5,144.8,NA,NA,80% ethanol,75% ethanol,,,2003,6,NA,NA,1,NA,"reef flat, moat, or lagoon",,NA,NA,,,"larger: DNA:A, smaller: DNA:B",,Holothuroidea
957,2,1682,Holothuriidae,Pearsonothuria graeffei,Pearsonothuria,graeffei,,0,,GP-Loc-768,Pacific Ocean,USA,Mariana Islands,Guam Island,"N of Cabras Islet at ""amphitheater"" Dive Site",13.46283333,144.6743333,NA,NA,80% ethanol,75% ethanol,"Paulay, G., Malay, M., Bonito, V.",,2003,7,3,0,0,0,outer reef slope,exposed,20,25,meters,,,,Holothuroidea
958,2,4678,Holothuriidae,Actinopyga palauensis,Actinopyga,palauensis,,0,,GP-Loc-770,Pacific Ocean,USA,Mariana Islands,Guam Island,Haputo,13.5,144.8,NA,NA,80% ethanol,75% ethanol,"Paulay, G., Malay, M., Bonito, V.",,2003,7,8,0,0,0,outer reef slope,exposed,20,20,meters,,"male spawned in bucket after collecting, previously UF Echino 1674",,Holothuroidea
959,2,1683,Stichopodidae,Stichopus herrmanni,Stichopus,herrmanni,,0,,GP-Loc-772,Pacific Ocean,USA,Mariana Islands,Guam Island,Apra Harbor: SW end of Glass Breakwater,13.4565,144.6268333,NA,NA,80% ethanol,75% ethanol,"Paulay, G., Malay, M., Bonito, V.",,2003,7,10,0,0,0,,on sand,18,18,meters,,,,Holothuroidea
960,2,1688,Holothuriidae,Holothuria fuscopunctata,Holothuria,fuscopunctata,,0,,GP-Loc-775,Pacific Ocean,USA,Mariana Islands,Guam Island,Double Reef,13.59883333,144.8355,NA,NA,80% ethanol,75% ethanol,"Paulay, G., Malay, M., Bonito, V.",,2003,7,16,0,0,0,backreef side of offshore patch reef,in large sand pocket,8,12,meters,,"classic color with yellow brown papillae, tube fee",,Holothuroidea
961,2,1689,Holothuriidae,Holothuria fuscopunctata,Holothuria,fuscopunctata,,0,,GP-Loc-775,Pacific Ocean,USA,Mariana Islands,Guam Island,Double Reef,13.59883333,144.8355,NA,NA,80% ethanol,75% ethanol,"Paulay, G., Malay, M., Bonito, V.",,2003,7,16,0,0,0,backreef side of offshore patch reef,in large sand pocket,8,12,meters,,"classic color with yellow brown papillae, tube fee",,Holothuroidea
962,2,1690,Holothuriidae,Holothuria whitmaei,Holothuria,whitmaei,,0,,GP-Loc-775,Pacific Ocean,USA,Mariana Islands,Guam Island,Double Reef,13.59883333,144.8355,NA,NA,80% ethanol,75% ethanol,"Paulay, G., Malay, M., Bonito, V.",,2003,7,16,0,0,0,reef slope,on reef,5,10,meters,,"black, covered in sand",,Holothuroidea
963,2,4716,Holothuriidae,Bohadschia vitiensis,Bohadschia,vitiensis,,0,,GP-Loc-776,Pacific Ocean,USA,Mariana Islands,Guam Island,Apra Harbor: Dogleg Reef,13.5,144.8,NA,NA,80% ethanol,75% ethanol,"Paulay, G., Malay, M., Bonito, V.",,2003,7,18,0,0,0,,on sand,8,9,meters,,whitish form with spot pattern; 2 tentacles cut fo,,Holothuroidea
964,2,4675,Holothuriidae,Holothuria atra,Holothuria,atra,,0,,ZZZ-093415,Pacific Ocean,USA,Mariana Islands,Guam Island,N Tumon: Gun Beach,13.5,144.8,NA,NA,80% ethanol,75% ethanol,"Paulay, G., Malay, M., Bonito, V.",,2003,6,NA,0,0,NA,outer reef slope,exposed,18,24,meters,,"large form, 32 cm long relaxed, with sparse sand c, previously UF Echino 1672",,Holothuroidea
965,2,4621,Stichopodidae,Stichopus sp. 5,Stichopus,sp. 5,,NA,,JH-2005-11-05-1,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,Kahe Point,21.3541667,-158.1305556,NA,NA,,75% ethanol,"Hoover, J.",,2005,11,5,0,0,0,,,20,NA,meters,,hawaii brown,not on loan,Holothuroidea
966,2,4800,Holothuriidae,Holothuria hilla,Holothuria,hilla,,697,BOAHU-041,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks,11,15,meters,,common,,Holothuroidea
967,2,4801,Holothuriidae,Holothuria sp. 14,Holothuria,sp. 14,,697,BOAHU-060,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks?,11,15,meters,,only 1 seen; did not discharge cuvierian tubules,,Holothuroidea
968,2,4802,Stichopodidae,Stichopus sp. 4,Stichopus,sp. 4,,697,BOAHU-047,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks,11,15,meters,,"common, red",not on loan,Holothuroidea
969,2,4500,Holothuriidae,Holothuria hilla,Holothuria,hilla,,697,BOAHU-040,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks,11,15,meters,,very fresh and clean; two halves of apparently fissed animal; DNA sample from head end; common,,Holothuroidea
970,2,4805,Holothuriidae,Holothuria impatiens,Holothuria,impatiens,,697,BOAHU-044,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks,11,15,meters,,common; did not discharge cuvierian tubules,,Holothuroidea
971,2,4820,Holothuriidae,Holothuria atra,Holothuria,atra,cf.,697,BOAHU-030,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,exposed?,11,15,meters,,"1 only seen, did not bleed, little sand on body",,Holothuroidea
972,2,4808,Holothuriidae,Holothuria impatiens,Holothuria,impatiens,,697,BOAHU-045,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks,11,15,meters,,"nestled among dead upturned Poc branches, some Cuv tube discharged as I wrestled it out of these, moderately thin, few tubes",,Holothuroidea
973,2,4809,Holothuriidae,Holothuria pardalis,Holothuria,pardalis,,697,BOAHU-049,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks,11,15,meters,,"nestled among dead upturned Poc branches, off yellow tentacles; only 1 seenl did not discharge cuvierian tubules",,Holothuroidea
974,2,4810,Stichopodidae,Stichopus sp. 4,Stichopus,sp. 4,,697,BOAHU-048,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks,11,15,meters,,"common, red",,Holothuroidea
975,2,4811,Holothuriidae,Holothuria hilla,Holothuria,hilla,,697,BOAHU-042,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks,11,15,meters,,common,,Holothuroidea
976,2,4812,Holothuriidae,Holothuria impatiens,Holothuria,impatiens,,697,BOAHU-043,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks,11,15,meters,,common; did not discharge cuvierian tubules,,Holothuroidea
977,2,4829,Stichopodidae,Stichopus sp. 4,Stichopus,sp. 4,,697,BOAHU-046,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,under rocks,11,15,meters,,"common, red",,Holothuroidea
978,2,4833,Stichopodidae,Stichopus sp. 5,Stichopus,sp. 5,,697,BOAHU-026,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,exposed,11,15,meters,,"eviscerated before fixation; only 1 seen, brown",,Holothuroidea
979,2,4834,Holothuriidae,Actinopyga obesa,Actinopyga,obesa,,697,BOAHU-031,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,exposed,11,15,meters,,only 1 seen,,Holothuroidea
980,2,4836,Holothuriidae,Holothuria whitmaei,Holothuria,whitmaei,,697,BOAHU-029,GP-Loc-852,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,off Kahe Point Beach Park,19.99667,-155.24556,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,24,0,0,0,outer reef slope,exposed,11,15,meters,,"most animals have healing wounds; moderately common; black, tentacle tips peppered creamy",,Holothuroidea
981,2,4831,Holothuriidae,Holothuria atra,Holothuria,atra,,697,BOAHU-062,GP-Loc-853,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,Ewa Pinnacles,21.2876166667,-158.0025,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,25,0,0,0,outer reef slope,exposed,20,25,meters,,only 1 seen,,Holothuroidea
982,2,4832,Stichopodidae,Stichopus sp. 5,Stichopus,sp. 5,,697,BOAHU-061,GP-Loc-853,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,Ewa Pinnacles,21.2876166667,-158.0025,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,25,0,0,0,outer reef slope,exposed,20,25,meters,,"only 1 seen, brown",,Holothuroidea
983,2,4799,Stichopodidae,Stichopus sp. 4,Stichopus,sp. 4,,697,BOAHU-063,GP-Loc-853,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,Ewa Pinnacles,21.2876166667,-158.0025,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,25,0,0,0,outer reef slope,under rock?,20,25,meters,,"only 1 seen, red",,Holothuroidea
984,2,4806,Holothuriidae,Holothuria verrucosa,Holothuria,verrucosa,,697,BOAHU-078,GP-Loc-854,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,offshore from Oahu Airport,21.2971333333,-157.929,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,25,0,0,0,outer reef slope,under rocks,12,14,meters,,no cuvierian tubule discharge,,Holothuroidea
985,2,4807,Holothuriidae,Holothuria pardalis,Holothuria,pardalis,,697,BOAHU-077,GP-Loc-854,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,offshore from Oahu Airport,21.2971333333,-157.929,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,25,0,0,0,outer reef slope,under rocks,12,14,meters,,small one; no cuvierian tubule discharge,,Holothuroidea
986,2,4813,Holothuriidae,Holothuria hawaiiensis,Holothuria,hawaiiensis,?,697,BOAHU-075,GP-Loc-854,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,offshore from Oahu Airport,21.2971333333,-157.929,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,25,0,0,0,outer reef slope,under rocks,12,14,meters,,"let out fine, long cuvierian tubules, few at a time, upon handling.  Eviscerated.",,Holothuroidea
987,2,4803,Holothuriidae,Holothuria pardalis,Holothuria,pardalis,,697,BOAHU-076,GP-Loc-854,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,offshore from Oahu Airport,21.2971333333,-157.929,NA,NA,,75% ethanol,"J. Earle, J. Hoover, G. Paulay",,2006,2,25,0,0,0,outer reef slope,under rocks,12,14,meters,,large one; no cuvierian tube discharge,,Holothuroidea
988,2,4804,Holothuriidae,Holothuria olivacea,Holothuria,olivacea,aff.,697,BOAHU-099,GP-Loc-855,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,"Kaneohe Bay, Coconut Island",21.4352833333,-157.7887833333,NA,NA,,75% ethanol,G. Paulay,,2006,2,28,0,0,0,artificial sheltered inner reef pond,under silty rock,0,0.5,meters,,released pervicax-type cuverian tubules on slight disturbance; texture also pervicax-type,,Holothuroidea
989,2,4814,Holothuriidae,Holothuria lineata,Holothuria,lineata,,697,BOAHU-111,GP-Loc-855,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,"Kaneohe Bay, Coconut Island",21.4352833333,-157.7887833333,NA,NA,,75% ethanol,G. Paulay,,2006,2,28,0,0,0,inner reef flat,juveniles from Gracilaria clumps,0,0,meters,,,,Holothuroidea
990,2,4816,Synaptidae,Opheodesoma spectabilis,Opheodesoma,spectabilis,,697,BOAHU-101,GP-Loc-855,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,"Kaneohe Bay, Coconut Island",21.4352833333,-157.7887833333,NA,NA,,75% ethanol,G. Paulay,,2006,3,2,0,0,0,artificial sheltered inner reef pond,,0,0.5,meters,,abundant,,Holothuroidea
991,2,4817,Synaptidae,Opheodesoma spectabilis,Opheodesoma,spectabilis,,697,BOAHU-102,GP-Loc-855,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,"Kaneohe Bay, Coconut Island",21.4352833333,-157.7887833333,NA,NA,,75% ethanol,G. Paulay,,2006,3,2,0,0,0,artificial sheltered inner reef pond,,0,0.5,meters,,abundant,,Holothuroidea
992,2,4818,Holothuriidae,Holothuria difficilis,Holothuria,difficilis,,697,BOAHU-100,GP-Loc-855,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,"Kaneohe Bay, Coconut Island",21.4352833333,-157.7887833333,NA,NA,,75% ethanol,"C. Meyer, G. Paulay",,2006,2,28,0,0,0,artificial sheltered inner reef pond,,NA,NA,,,uncharacteristically slow at releasing cuvierian tubules,,Holothuroidea
993,2,4819,Synaptidae,Opheodesoma spectabilis,Opheodesoma,spectabilis,,697,BOAHU-103,GP-Loc-855,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,"Kaneohe Bay, Coconut Island",21.4352833333,-157.7887833333,NA,NA,,75% ethanol,G. Paulay,,2006,3,2,0,0,0,artificial sheltered inner reef pond,,0,0.5,meters,,abundant,,Holothuroidea
994,2,4821,Holothuriidae,Holothuria pervicax,Holothuria,pervicax,,697,BOAHU-120,GP-Loc-855,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,"Kaneohe Bay, Coconut Island",21.4352833333,-157.7887833333,NA,NA,,75% ethanol,"C. Meyer, G. Paulay, L. Rocha",,2006,3,2,0,0,0,inner reef flat,under rocks,0,0.5,meters,,,,Holothuroidea
995,2,4826,Chiridotidae,Chiridota hawaiiensis,Chiridota,hawaiiensis,,697,BOAHU-123,GP-Loc-855,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,"Kaneohe Bay, Coconut Island",21.4352833333,-157.7887833333,NA,NA,,75% ethanol,G. Paulay,,2006,3,2,0,0,0,inner reef flat,buried in sand,0,0.5,meters,,many per m2,,Holothuroidea
996,2,4827,Chiridotidae,Chiridota hawaiiensis,Chiridota,hawaiiensis,,697,BOAHU-122,GP-Loc-855,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,"Kaneohe Bay, Coconut Island",21.4352833333,-157.7887833333,NA,NA,,75% ethanol,G. Paulay,,2006,3,2,0,0,0,inner reef flat,buried in sand,0,0.5,meters,,many per m2,,Holothuroidea
997,2,4828,Holothuriidae,Holothuria lineata,Holothuria,lineata,,697,BOAHU-121,GP-Loc-855,Pacific Ocean,USA,Hawaiian Islands,Oahu Island,"Kaneohe Bay, Coconut Island",21.4352833333,-157.7887833333,NA,NA,,75% ethanol,G. Paulay,,2006,3,2,0,0,0,inner reef flat,under rocks in mid intertidal,0,0,meters,,,,Holothuroidea
998,2,4601,Stichopodidae,Stichopus,Stichopus,,,NA,,JAS-TIN-16,,Northern Mariana Islands,Mariana Islands,Tinian Island,"Tinian, Long Beach",15.0979,145.6739,NA,NA,,75% ethanol,John Starmer,,2002,7,NA,0,1,NA,forereef,rock,NA,NA,,,,,Holothuroidea
999,2,4871,Synaptidae,Synapta maculata,Synapta,maculata,,577,,JOD-001,Pacific Ocean,French Polynesia,Society Islands,Moorea Island,"Moorea, Teaharoa Lagoon",-17.5,-149.8,NA,NA,,95% ethanol,"O'Donnell, J.",,2005,5,9,0,0,0,inner reef,partially dead coral,1,3,meters,,,,Holothuroidea
1000,2,4861,Holothuriidae,Holothuria princeps,Holothuria,princeps,,580,,Herrera-2006-05-04,,USA,Florida,,Off Sarasota,27.2393333333,-82.7523333333,NA,NA,,95% ethanol,"Herrera, J.",,2006,5,4,0,0,0,patch reef,,52,NA,feet,,,,Holothuroidea
1001,2,4466,Stichopodidae,Stichopus ocellatus,Stichopus,ocellatus,,NA,,OPHG-1390-T,,Malaysia,,,"Semporna Region, About 2 mi SW of Semporna Town, Red Channel Marker 14, Landward Side",4.436335,118.5318421,NA,NA,,95% ethanol,"Pilcher, N.",,2004,7,13,0,0,0,channel,silt,14.5,NA,meters,,"medium odor, external yellow, internal cream, high mucus, 50 cm long, 20 cm thick, dark yellow body with black nodules (not raised significantly) surrounded by 2-3 mm white rim, tube feet dark brown with white tips in three distinct 2-3 cm wide bands on underside, firm, wet weight 1206 g",,Holothuroidea
1002,2,4467,Holothuriidae,Bohadschia ocellata,Bohadschia,ocellata,,NA,,OPHG-1506-U,,Malaysia,,,"SE Sabah, Gap Between Large Reef W of Mabul and Next Reef to W, About 10 km from Mabul",4.24596,118.631,NA,NA,,95% ethanol,"Pilcher, N.",,2004,7,26,0,0,0,open reef,rubble,10.7,NA,meters,,"low odor, external brown, internal tan, no mucus, about 40 cm long, 15 cm diameter, dark brown with patches of light brown in which there are black-rimmed yellow patches - looks like an old marine chart or a brown/yellow aerial photo of Palau's Rock Islands, five groupings of 4-8 dome shaped nodules ringing mouth and anus, some spikes about 5, wet weight 1213 g",,Holothuroidea
1003,2,4468,Holothuriidae,Holothuria lessoni,Holothuria,lessoni,,NA,,OPHG-1384-N,,Malaysia,,,"Large Reef 8 km Due W of Mabul, SE Corner",4.24596,118.631,NA,NA,,95% ethanol,"Pilcher, N.",,2004,7,12,0,0,0,slope,sand,22.9,NA,meters,,"low odor, external white, internal cream, low mucus, 15 cm long, 15 cm around, white sea cucumber with brown 'dirty snow' patches, some tan patches on dorsal surface, two brown lines down length of body at sides of underside with white spikes pointed backward, like thin shark's teeth - spikes cover rest of body also but are less visible, wet weight 1014 g",,Holothuroidea
1004,2,4638,Holothuriidae,Holothuria floridana,Holothuria,floridana,,586,,Liu-2005-03-01,Atlantic Ocean,USA,Florida,Monroe Co.,"Florida Keys, US Highway 1, Mile Marker 11, near Shark Channel",24.616353,-81.620445,NA,NA,,75% ethanol,"Liu, H-C",,2005,3,1,0,0,0,,,NA,NA,,,,,Holothuroidea
1005,2,4872,Stichopodidae,Parastichopus californicus,Apostichopus,californicus,,585,,Eckert-2006-05-06,Pacific Ocean,USA,Alaska,,Juneau,58.30194,134.41972,NA,NA,80% ethanol,95% ethanol,Ginny Eckert,,2006,5,3,0,0,0,,,NA,NA,,,,,Holothuroidea
1006,2,4873,Holothuriidae,Holothuria verrucosa,Holothuria,verrucosa,,NA,,CPM-VAN,Pacific Ocean,Vanuatu,Sanma Province,,,-15,167,NA,NA,,95% ethanol,"Meyer, C. P.",,2005,1,NA,0,0,NA,,,NA,NA,,,,,Holothuroidea
1007,2,4486,Holothuriidae,Holothuria fuscorubra,Holothuria,fuscorubra,,587,,Pittman-G-06-06,,USA,Hawaiian Islands,Maui Island,"Maui, Napili Bay",20.99889,-156.67083,NA,NA,95% ethanol,95% ethanol,"Pittman, C.",,2006,4,27,0,0,0,tide pool,,NA,NA,,,,,Holothuroidea
1008,2,4177,Holothuriidae,Holothuria atra,Holothuria,atra,,588,BOMAN-054,GP-Loc-800,Indian Ocean,Oman,,,"W side of Fahl Island, near Muscat",23.68165,58.49705,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,16,0,0,0,reef slope off island,exposed,12,14,meters,,only one seen,,Holothuroidea
1009,2,4183,Holothuriidae,Holothuria edulis,Holothuria,edulis,,588,BOMAN-068,GP-Loc-800,Indian Ocean,Oman,,,"W side of Fahl Island, near Muscat",23.68165,58.49705,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,16,0,0,0,reef slope off island,exposed,12,14,meters,,moved before photo (Victor got animal),,Holothuroidea
1010,2,4184,Holothuriidae,Holothuria edulis,Holothuria,edulis,,588,BOMAN-069,GP-Loc-800,Indian Ocean,Oman,,,"W side of Fahl Island, near Muscat",23.68165,58.49705,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,16,0,0,0,reef slope off island,exposed,6,6,meters,,,,Holothuroidea
1011,2,4196,Holothuriidae,Holothuria cinerascens,Holothuria,cinerascens,,588,BOMAN-117,GP-Loc-801,Indian Ocean,Oman,,,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,20.3987,58.48965,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,18,0,0,2,,under rocks,1,2,meters,,,,Holothuroidea
1012,2,4198,Holothuriidae,Holothuria lineata,Holothuria,lineata,cf.,588,BOMAN-126,GP-Loc-801,Indian Ocean,Oman,,,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,20.3987,58.48965,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,18,0,0,2,,underside of rock,2,3,meters,,,,Holothuroidea
1013,2,4199,Holothuriidae,Holothuria insignis,Holothuria,insignis,,588,BOMAN-127,GP-Loc-801,Indian Ocean,Oman,,,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,20.3987,58.48965,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,18,0,0,2,,underside of rock,2,3,meters,,,,Holothuroidea
1014,2,4200,Sclerodactyllidae,Ohshimella ehrenbergii,Ohshimella,ehrenbergii,,588,BOMAN-128,GP-Loc-801,Indian Ocean,Oman,,,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,20.3987,58.48965,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,18,0,0,2,,underside of rock,2,3,meters,,,,Holothuroidea
1015,2,4202,Cucumariidae,Trachasina crucifera,Trachasina,crucifera,,588,BOMAN-135,GP-Loc-801,Indian Ocean,Oman,,,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,20.3987,58.48965,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,18,0,0,2,,underside of rock,2,3,meters,,striped,,Holothuroidea
1016,2,4203,,Dendrochirotida,Dendrochirotida,,,588,BOMAN-136,GP-Loc-801,Indian Ocean,Oman,,,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,20.3987,58.48965,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,18,0,0,2,,underside of rock,2,3,meters,,?Thyone,,Holothuroidea
1017,2,4205,Holothuriidae,Holothuria insignis,Holothuria,insignis,,588,BOMAN-138,GP-Loc-801,Indian Ocean,Oman,,,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,20.3987,58.48965,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,18,0,0,2,,underside of rock,2,3,meters,,both photod,,Holothuroidea
1018,2,4208,Cucumariidae,Trachasina sp. 1,Trachasina,sp. 1,,588,BOMAN-141,GP-Loc-801,Indian Ocean,Oman,,,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,20.3987,58.48965,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,18,0,0,2,,under rocks,1,2,meters,,smooth,,Holothuroidea
1019,2,4209,Sclerodactyllidae,Ohshimella ehrenbergii,Ohshimella,ehrenbergii,,588,BOMAN-142,GP-Loc-801,Indian Ocean,Oman,,,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,20.3987,58.48965,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,18,0,0,2,,under rocks,1,2,meters,,rough,,Holothuroidea
1020,2,4216,Sclerodactyllidae,Ohshimella ehrenbergii,Ohshimella,ehrenbergii,,588,BOMAN-195,GP-Loc-801,Indian Ocean,Oman,,,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,20.3987,58.48965,NA,NA,75% ethanol,75% ethanol,"V. Bonito, M. Claereboudt, G. Paulay",,2005,1,18,0,0,2,,under rocks,2,3,meters,,,,Holothuroidea
1021,2,4218,Sclerodactylidae,Afrocucumis,Afrocucumis,,?,588,BOMAN-207,GP-Loc-804,Indian Ocean,Oman,,,Sse Tip of Bar Al Hikman Peninsula,20.3402166667,58.381,NA,NA,75% ethanol,75% ethanol,"M. Claereboudt, G. Paulay",,2005,1,21,0,0,0,lush live platy Montipora reef,under Montipora shingle rubble,4,4,meters,,,,Holothuroidea
